Name,Acronym,Billing Street,Billing City,Billing Zip Code,Shipping Street,Shipping City,Shipping Zip Code,BEDS,ORISS Institution ID,NIPSIS,DOE Name
Yeshiva Beth David ,,P.O. Box 136,Monsey,10952,22 W Maple Ave,Monsey,,500402227455,800000039039,,YESHIVA BETH DAVID
Yeshiva Beth Hamedrash Shaarei Yosher ,,4102 16th Ave,Brooklyn,11204,4102 16th Ave,Brooklyn,,332000227460,800000044296,,Yeshiva and Beth  Hamedrash Shaarei Yosher
Yeshiva Beth Hillel of Krasna ,,4315 16th Ave,Brooklyn,11219,4315 16th Ave,Brooklyn,,332000227219,800000044294,20613,YESHIVA BETH HILLEL OF KRASNA_2
Yeshiva Beth Hillel of Williamsburg ,,35 Williamsburg St W,Brooklyn,11249,35 Hewes St,Brooklyn,,331400229052,800000045233,14613,YESHIVA BETH HILLEL OF WILLIAMSBURG
Yeshiva Beth Joseph Zvi Dushinsky ,,576 Wythe Ave Apt 8B,Brooklyn,11219,4315 16th Ave,Brooklyn,,331500229996,800000057612,,Yeshiva Beth Joseph Zvi Dushinsky
Yeshiva Beth Mikroh ,,221 Viola,Monsey,10952,221 Viola Rd,Monsey,,500402229080,800000039019,,YESHIVA BETH MIKROH
Yeshiva Birchas Hatorah ,,4 Whitefield Rd,Spring Valley,10977,244 Route 306,Monsey,10952,500402226778,800000093697,,
Yeshiva Birchas Mesivta Tiferes Shmuel ,,1418 Ave L,Brooklyn,11230,1214 East 15th Avenue,Brooklyn,11230,332200229911,800000056051,21664,YESHIVA BIRCHAS SHMUEL
Yeshiva Birchas Moshe ,,1676 61st St,Brooklyn,11204,1676 61st St,Brooklyn,,332000226508,800000091853,20021,YESHIVA BIRCHAS MOSHE
Yeshiva Bnei Torah ,,1571 55th St,Brooklyn,11219,1571 55th St,Brooklyn,,332000226199,800000085866,20011,CONGREGATION YESHIVA BNEI TORAH
Yeshiva Bnos Ahavas Israel - Boys ,,12 Franklin Ave,Brooklyn,11249,2 Lee Ave,Brooklyn,,331400226942,800000045262,14800,YESHIVA AHAVAS ISRAEL
Yeshiva Bnos Ahavas Israel - Girls ,,12 Franklin Ave,Brooklyn,11249,12 Franklin Ave,Brooklyn,,331400226363,800000045263,14800,Yeshiva Bnos Ahavas Israel (Girls)
Yeshiva Bnos Spinka ,,127 Wallabout St,Brooklyn,11206,127 Wallabout St,Brooklyn,,331400229318,800000045236,,Yeshiva Bnos Spinka
Yeshiva Chanoch Lenaar  ,,440 Crown St,Brooklyn,11213,876-828 Eastern Pkwy,Brooklyn,,331700226582,800000092377,,Chanoch Lennar
Yeshiva Chsan Sofer ,,1876 50th St,Brooklyn,11204,1876 50th St,Brooklyn,,332000226948,800000055831,20737,YESHIVA CHSAN SOFER
Yeshiva D'Kiryas Pupa High School ,,P.O. Box 501,Millwood,10546,340 Illington Rd,Ossining,,661401226398,800000035052,,YESHIVA KEHILATH YAKOV
Yeshiva D'Nitra ,,841 Madison St,Brooklyn,11221,841 Madison St,Brooklyn,,331600226483,800000091393,,
Yeshiva Darchai Menachem ,,432 Rutland Rd,Brooklyn,11203,432 Rutland Rd,Brooklyn,,331700229949,800000056559,17894,DARCHAI MENACHEM SCH.FOR BOYS
Yeshiva Darchei Torah ,,257 Beach 17th St,Queens,11691,257 Beach 17th St,Queens,11691,342700227891,800000042839,27776,YESHIVA DARCHEI TORAH
Yeshiva Darkei Chaim ,,1621 61st St,Brooklyn,11204,1621 61st St,Brooklyn,,332000226501,800000091726,20024,Congregation Yeshiva Darkei Chaim
Yeshiva Darkei Emunah ,,P.O. Box 1092,Spring Valley,10977,201 Rte 306,Monsey,,500402995550,800000059913,,YESHIVA DARKEI EMUNAH
Yeshiva Darkei Emunah Bnos Binah ,,52 S Main St,Spring Valley,10977,52 S Main St,Spring Valley,10977,500402226510,800000091878,,
Yeshiva Degel Hatorah ,,P.O. Box 213,Spring Valley,10977,111 Maple Ave,Spring Valley,,500402229165,800000039009,,YESHIVA DEGEL HATORAH
Yeshiva Derech Hatorah ,YDH,2810 Nostrand Ave,Brooklyn,11229,2810 Nostrand Ave,Brooklyn,,332200228580,800000043843,22810,YESHIVA DERECH HATORAH
Yeshiva Derech Hatorah of Monsey ,,4 Kim Ln,Monsey,10977,244 Route 306,Monsey,,500402226512,800000091883,,YESHIVA DERECH HATORAH OF MONSEY
Yeshiva Farm Settlement D'Nitra ,,194 Division Ave,Brooklyn,10549,60-A Tora Rd,Mount Kisco,,662402228667,800000035718,,YESHIVA FARM SETTLEMENT 
Yeshiva Gedolah of South Monsey ,,260 Saddle River Rd,Monsey,10952,260 Saddle River,Airmont,,500402229549,800000038992,,YESHIVA GEDOLAH OF SOUTH MONSEY
Yeshiva Gedolah Ohr Yisroel ,,8800 Seaview Ave,Brooklyn,11236,8800 Seaview Ave,Brooklyn,,331800225971,800000055809,,Yeshiva Gedolah Ohr Yisroel
Yeshiva Har Torah ,YHT,250-10 Grand Central Pkwy,Queens,11418,250-10 Grand Central Pkw,Queens,,342600229198,800000043017,26700,YESHIVA HAR TORAH
Yeshiva Har Torah ,,54-27 Little Neck Pkwy,Queens,11362,54-27 Little Neck Pkwy,Queens,,342600226695,800000093112,26044,YESHIVA HAR TORAH - BELLROSE
Yeshiva High School of Monsey ,,91 College Rd,Monsey,10952,91 College Rd,Monsey,10952,500402228999,800000039017,,YESHIVA HIGH SCHOOL OF MONSEY
Yeshiva Imrei Yosef Spinka ,,5801 15th Ave,Brooklyn,11219,5801 15th Ave,Brooklyn,,332000228769,800000044277,15706,YESHIVA IMREI YOSEF SPINKA
Yeshiva Jesode Hatorah ,,195 Wilson St,Brooklyn,11211,195 Wilson St ,Brooklyn,,331400226138,800000063151,14802,YESHIVA YESODAH HATORAH
Yeshiva Karlin Stolin ,,1818 54th St,Brooklyn,11204,1818 54th St,Brooklyn,,332100226952,800000044058,21720,YESHIVA KARLIN STOLIN
Yeshiva Kehilath Yakov - Boys ,,206 Wilson St,Brooklyn,11211,3801 Ft Hamilton Pkwy,Brooklyn,11249,331500229665,800000044222,15089,YESHIVA KEHILATH YAKOV
Yeshiva Kehilath Yakov ,,163 Imlay St,Brooklyn,11211,206-212 Wilson St,Brooklyn,,331400226953,800000045264,14706,YESHIVA KEHILATH YAKOV
Yeshiva Kehilath Yakov Imlay ,,163 Imlay St,Brooklyn,11231,163 Imlay St ,Brooklyn,,331500226351,800000083403,15011,YESHIVA KEHILATH YAKOV IMLAY
Yeshiva Ketana of Bensonhurst ,,2025 67th St,Brooklyn,11204,2025 67th St,Brooklyn,,332000225654,800000043801,20866,YESHIVA KETANA OF BENSONHURST
Yeshiva Ketana of Long Island ,,321 Doughty Blvd,Inwood,11096,321 Doughty Blvd,Inwood,11096,280215229558,800000049515,75890,Yeshiva Ketana of Long Island
Yeshiva Ketana of Manhattan ,YKOM,346 W 89th St,New York,10024,346 W 89th St,New York,,310300229121,800000047362,3755,YESHIVA KETANA OF MANHATTAN
Yeshiva Ketana of Queens ,,78-15 Parsons Blvd,Queens,11366,78-15 Parsons Blvd,Queens,,342500229646,800000043140,25661,YESHIVA KETANA OF QUEENS
Yeshiva Ketana of Staten Island ,,4024 Amboy Rd,Staten Island,10308,2734 Victory Blvd,Staten Island,,353100226643,800000092705,31173,YESHIVA KETANA OF STATEN ISLAND
Yeshiva Ketana Satmar BP ,,1274 49th St-ste 34,Brooklyn,11219,1364 52nd St,Brooklyn,11219,332000206754,800000093545,,
Yeshiva Ketana Satmar KJ ,,P.O. Box 561,Monroe,10949,148 Windsor Hwy,New Windsor,12553,441600226731,800000093348,,
Yeshiva Ketana Toldos Yakov Yosef ,,87 Heyward St,Brooklyn,11206,87 Heyward St,Brooklyn,,331400226791,800000093753,,
Yeshiva Ketana Toras Chaim ,,3 Wren St,Chestnut Ridge,10977,681 Chestnut Ridge Rd-bldg 1 Wing B,Chestnut Ridge,10977,500402226460,800000091336,,
Yeshiva Kinyan Torah ,,65 College Rd,Monsey,10952,65 College Rd,Monsey,10952,500402226168,800000083923,,
Yeshiva Kol Torah ,,23 Donahue Ave,Inwood,11096,23 Donahue Ave,Inwood,11691,280215226579,800000092329,,YESHIVA KOL TORAH-FIVE TOWNS-FAR ROC
Yeshiva Machzikei Hadas  2 ,,1224 50th St,Brooklyn,11219,1224 50th St,Brooklyn,,332000226678,800000093023,20055,YESHIVA MACHZIKEI HADAS 2
Yeshiva Machzikei Hadas  3 ,,54 Ave O,Brooklyn,11204,54 Ave O,Brooklyn,,332000226668,800000093043,20041,YESHIVA MACHZIKEI HADAS 3
Yeshiva Machzikei Hadas ,,1601 42nd St,Brooklyn,11204,1247 38th St,Brooklyn,,331500228439,800000044287,15061,YESHIVA MACHZIKEI HADAS
Yeshiva Me'on Hatorah ,,P.O. Box 428,Monsey,10952,17 N Airmont Rd,Suffern,,500401226093,800000073973,,CONGREGATION YESHIVAS MEON HATORAH
Yeshiva Merkaz Hatorah of Staten Island ,RJJ,400 Caswell Ave,Staten Island,10308,4240 Amboy Rd,Staten Island,10308,353100227999,800000041880,31737,RABBI JACOB JOSEPH SCHOOL
Yeshiva Mishkan Aharon ,,61 Horton Dr,Monsey,10952,681 Chestnut Ridge Rd-bldg 13,Chestnut Ridge,10977,500402226761,800000093558,,
Yeshiva Ner Torah ,,28 Ivy Ln,Spring Valley,10977,58 Parker Blvd,Spring Valley,10977,500402226301,800000089595,,YESHIVA NER TORAH
Yeshiva Nesivos Chaim ,,P.O. Box 180399,Brooklyn,11218,221 Ave F,Brooklyn,,332000229839,800000044213,20874,YESHIVA NESIVAS CHAIM
Yeshiva of Bobov Monsey ,,88 Grove St,Monsey,10952,88 Grove St,Monsey,10952,500402226275,800000089263,,
Yeshiva of Brooklyn - Boys ,,1200 Ocean Pkwy,Brooklyn,11230,1200 Ocean Pkwy,Brooklyn,,332100226404,800000043972,21735,YESHIVA OF BROOKLYN BOYS
Yeshiva of Brooklyn Boys ,,1470-74 Ocean Pky,Brooklyn,11230,1200 Ocean Parkway,Brooklyn,,332100226947,800000044057,21765,YESHIVA OF BROOKLYN GIRLS HIGH SCHOOL
Yeshiva of Central Queens ,YCQ,147-37 70th Rd And 150th,Queens,11367,147-37 70th Rd,Queens,11367,342500227011,800000043148,25765,YESHIVA OF CENTRAL QUEENS
Yeshiva of Far Rockaway High School ,,802 Hicksville Rd,Queens,11691,802 Hicksville Road,Queens,11691,342700207577,800000042843,27800,Yeshiva Of Far Rockaway
Yeshiva of Great Neck ,,175 Community Drive,Manhasset,11030,175 Community Dr,Great Neck,,280406226655,800000092837,,MESIVTA OF GREAT NECK
Yeshiva of Greater Monsey ,,677 New Hempstead Rd,Monsey,10977,667 New Hempstead Rd,New Hempstead,,500402226086,800000071294,,CONG YESHIVA OF GREATER MONSEY INC
Yeshiva of Kasho ,,101 Spencer St,Brooklyn,11205,101 Spencer St,Brooklyn,,331300226204,800000085964,,YESHIVA OF KASHO
Yeshiva of Kings Bay ,,2611 Ave Z,Brooklyn,11235,2611 Ave Z,Brooklyn,,332200226954,800000043859,22727,YESHIVA OF KINGS BAY
Yeshiva of Spring Valley - Boys ,,121 College Rd,Monsey,10901,121 College Rd,Suffern,,500402226477,800000039031,,YESHIVA OF SPRING VALLEY
Yeshiva of Spring Valley - Girls ,,142 Grandview Ave,Monsey,10952,142 Grandview Ave,Monsey,,500402226231,800000038929,,YESHIVA OF SPRING VALLEY-GIRLS DIV
Yeshiva of Staten Island ,MTJ,1870 Drumgoole Rd,Staten Island,10309,1870 Drumgoole Rd,Staten Island,,353100226360,800000090334,,Mesivtha Tifereth Jerusalem
Yeshiva of Telshe Alumni ,,4904 Independence Ave,Bronx,10471,4904 Independence Ave,Bronx,10471,321000228919,800000046109,,Yeshiva Of Telshe Alumni
Yeshiva Ohavei Torah ,,450 W 250th St,Bronx,10471,450 West 250 Street,Bronx,10471,321000229709,800000046110,10651,YESHIVA OHAVEI TORAH
Yeshiva Oholei Shem Dnitra ,,50 Commerce St,Spring Valley,10977,50 Commerce St,Spring Valley,10977,500402226206,800000085972,,
Yeshiva Ohr Reuven - Elementary ,,259 Grandview Ave,Suffern,10901,259 Grandview Avenue,Suffern,10901,500401229597,800000038994,,YESHIVA OHR REUVEN-ELEMENTARY
Yeshiva Ohr Torah ,,360 Rte 306,Monsey,10952,360 Rte 306,Monsey,10952,500402226150,800000082623,,
Yeshiva Ohr Yisrael ,,2940 Ave P,Brooklyn,11229,2961 Nostrand Ave,Brooklyn,11229,332200226125,800000076733,22772,YESHIVA OHR YISRAEL
Yeshiva Ohr Yoseph ,,1128   36th St,Brooklyn,11218,1128 36th St,Brooklyn,,332200226572,800000092296,15090,YESHIVA OHR YOSEPH
Yeshiva Prep ,,49 Ave T,Brooklyn,11223,49 Ave T,Brooklyn,,332100229424,800000044005,21668,YESHIVA PREP HIGH SCHOOL
Yeshiva R'tzahd ,,82-52 Abington Rd,Queens,11375,82-33 Lefferts Blvd,Queens,,342800227500,800000044574,28003,YESHIVA R'TZAHD
Yeshiva Rabbi Chaim Berlin ,,1310 Ave I,Brooklyn,11230,1310 Ave I,Brooklyn,,332100226958,800000044059,21724,YESHIVA RABBI CHAIM BERLIN
Yeshiva Rabbi Samson Raphael Hirsch ,YRSRH,100 Bennett Ave,New York,10033,85-93 Bennett Ave,New York,,310600226845,800000046958,6710,RABBI S.R. HIRSCH YESH
Yeshiva Rachmistrivka ,,5 Monroe Ln-unit 201,Chestnut Ridge,10977,244 Rt 306,Monsey,10952,500402226750,800000093539,,
Yeshiva Rlkti Primary ,,8011 210th St,Queens,11427,80-11 210th St,Queens,,342900226050,800000069475,26754,YESHIVA ACADEMY OF SOUTH QUEENS
Yeshiva Shaar Ephraim ,,P.O. Box 253,Monsey,10952,5 Acer Ct,Monsey,,500402229528,800000039008,,YESHIVA SHAAR EPHRAIM
Yeshiva Shaar Hatorah ,,117-06 84th Ave,Queens,11418,117-06 84th Ave,Queens,,342700228139,800000042826,27803,YESHIVA SHAAR HATORAH HIGH SCHOOL
Yeshiva Shefa Chaim ,,34-36 Montebello Rd,Suffern,10901,34-36 Montebello Rd,Suffern,10901,500401226730,800000090770,,
Yeshiva Tiferes Bunim ,,5202 13th Ave,Brooklyn,11219,5202 13th Ave,Brooklyn,,332000228797,800000044267,20810,YESHIVA TIFERES BUNIM
Yeshiva Tiferes Elimelech ,,1650 56th St,Brooklyn,11204,1650 56th St,Brooklyn,,332200228584,800000043844,20816,YESHIVA TIFERETH ELIMELECH
Yeshiva Tiferes Moshe ,,83-06 Abingdon Rd,Queens,11415,8306 Abingdon Road,Queens,,342800227222,800000042646,28743,YESHIVA TIFERETH MOSHE
Yeshiva Tiferes Moshe ,,83-06 Abingdon Rd,Queens,11415,82-61 Beverly Rd,Queens,11415,342800226804,800000093812,28743,YESHIVA TIFERETH MOSHE
Yeshiva Tiferes Shmiel ,,P.O. Box 190738,Brooklyn,11219,6100 17 Ave,Brooklyn,11219,332000229420,800000044242,,Yeshiva Tiferes Shmiel
Yeshiva Tiferes Shmuel ,,282 Spook Rock Rd,Suffern,10901,282 Spook Rock Rd,Suffern,10901,500401226202,800000085966,,
Yeshiva Tiferes Torah of Monsey ,,244 Ny-306,Monsey,10952,244 Ny-306,Monsey,10952,500402226773,800000093692,,
Yeshiva Toldos Yesuscher ,,1531 63rd St,Brooklyn,11219,1536 62nd St,Brooklyn,,332000226225,800000087303,20891,YESHIVA TOLDOS YESUSCHER
Yeshiva Torah Vodaath ,YTV,452 E 9th St,Brooklyn,11218,452 E 9th St,Brooklyn,,332200226964,800000043846,22721,YESHIVA TORAH VODAATH
Yeshiva Toras Chaim - South Shore ,,413 Serena Rd,Hewlett,11557,413 Serena Rd,Hewlett,11557,280214226401,800000090384,,
Yeshiva Toras Chaim of South Shore ,YOSS,1170 William St,Hewlett,11557,1170 William St,Hewlett,11557,280214226497,800000049532,75758,YESHIVA TORAS CHAIM OF SOUTH SHORE
Yeshiva Toras Chaim South Shore 2 ,YOSS,1170 William St,Hewlett,11557,1170A William St,Hewlett,,280214226407,800000049507,,YESHIVA TORAS CHAIM - SOUTH SHORE 2
Yeshiva Toras Emes Kamenitz ,,1904 Ave N,Brooklyn,11230,1904 Avenue N,Brooklyn,,332200226966,800000043832,22769,MESIVTA TORAS EMES GROSS HIGH SCHOOL
Yeshiva Toras Emes Kamenitz ,YTEK,1904 Ave N,Brooklyn,11230,1904 Avenue N,Brooklyn,,332200226920,800000043856,22769,MESIVTA TORAS EMES GROSS HIGH SCHOOL
Yeshiva TYY Skver ,,25 Allik Way,New Square,10977,100 Seymour Hirshman,Monticello,12701,591401226648,800000092742,,
Yeshiva Tzemach Tzadik Viznitz ,,186 Ross St # 88,Brooklyn,11211,186-88 Ross St,Brooklyn,,331400229425,800000045230,14636,YESHIVA TZEMACH TZADICK
Yeshiva Tzoin Yosef Pupa ,,P.O. Box 978,Monsey,10952,15 Widman Court,Spring Valley,10977,500402229325,800000039000,,YESHIVA TZOIN YOSEF
Yeshiva University High School ,YUHS,2540 Amsterdam Ave,New York,10033,2540 Amsterdam Ave,New York,,310500206847,800000047098,6716,YESHIVA UNIVERSITY HIGH SCHOOL BOYS
Yeshiva University High School for Girls ,YUHS,86-86 Palo Alto St,Queens,11423,86-86 Palo Alto St,Queens,,342900226848,800000042417,29805,SAMUEL H. WANG YESHIVA
Yeshiva Viznitz ,,4656 Rt 42,Kiamesha Lake,12751,251 Barnes Blvd,Kiamesha Lake,12751,591401226714,800000093357,,
Yeshiva Vyelipol ,,860 E 27th St,Brooklyn,11210,860 E 27th St,Brooklyn,11210,332200229475,800000043811,22765,YESHIVA VYELIPOL
Yeshiva Yagdil Torah ,,5110 18th Ave,Brooklyn,11204,5110 18th Ave,Brooklyn,,332000227463,800000044297,20765,YESHIVA YAGDIL TORAH
Yeshiva Yesode Hatorah ,,1350 50th St,Brooklyn,11219,1350 50th St,Brooklyn,,332000228236,800000044279,20845,YESHIVA YESODE HATORAH
Yeshiva Yesode Hatorah ,,620 Bedford Ave,Brooklyn,11249,620 Bedford Ave,Brooklyn,11249,331400206969,800000045268,14701,YESHIVA YESODE HATORAH
Yeshiva Zera Yakov ,,P.O. Box 134,Monsey,10952,101 W Carlton Rd,Suffern,10901,500401226326,800000089941,,
Yeshiva Zichron Mayir ,,P.O. Box 145,Mountaindale,12763,5 Ronald Tawil Way,Mountain Dale,12763,590501226115,800000075917,,YESHIVA ZICHRON MAYIR
Yeshivah of Flatbush Elementary School ,YOF,919 E 10th St,Brooklyn,11230,919 E 10th St,Brooklyn,,332100227684,800000044049,21850,YESHIVAH OF FLATBUSH ELEMENTARY SCHOOL
Yeshivah of Flatbush High School ,YOF,1609 Ave J,Brooklyn,11230,1609 Ave J,Brooklyn,11230,332200206950,800000043835,22726,YSH OF FLATBUSH J BRAVERMAN HIGH SCHOOL
Yeshivah Ohel Moshe ,,7914 Bay Pkwy,Brooklyn,11214,7914 Bay Pky,Brooklyn,,332000226957,800000044291,20738,YESHIVA OHEL MOSHE
Yeshivah Prep High School ,,1412 Ave J,Brooklyn,11230,1520 Avenue J - E16 Street Entrance,Brooklyn,11223,332100226392,800000090320,21668,YESHIVA PREP HIGH SCHOOL
Yeshivas Boyan ,,1205 44th St,Brooklyn,11219,1205 44th St,Brooklyn,,331500228921,800000045046,20778,YESHIVA BOYAN
Yeshivas Novominsk Kol Yehuda ,,1690 60th St,Brooklyn,11204,1690 60th St,Brooklyn,,332000228904,800000044270,20710,YESHIVA NOVOMINSK-KOL YEHUDA
Yeshivas Ohr Reuven ,,259 Grandview Ave,Suffern,10901,259 Grandview Avenue,Suffern,10901,500401229393,800000039128,,YESHIVAS OHR REUVEN
Yeshivas Sanz ,,988 Post Ave,Staten Island,10302,988 Post Ave,Staten Island,,353100226610,800000092681,31129,YESHIVA SANZ
Yeshivat Ateret Torah ,,901 Quentin Rd,Brooklyn,11223,901 Quentin Road,Brooklyn,11223,332100228530,800000044056,21806,YESHIVAT ATERET TORAH SCHOOL
Yeshivat Bitahon ,,1649 E 13th St,Brooklyn,11229,1649 E 13th St,Brooklyn,,332100226510,800000042849,21741,YESHIVA OF BELLE HARBOR
Yeshivat Bnei Torah ,,147-22 73rd Ave,Flushing,11367,147-22 73rd Ave,Flushing,11367,342500226765,800000093563,,
Yeshivat Darchei Eres Boys HS ,YDE,2533 Coney Island Ave,Brooklyn,11223,2533 Coney Island Ave,Brooklyn,,332100226075,800000070451,21698,YESHIVAT DARCHEI ERES HS
Yeshivat Darchei Eres Girls Elementary ,YDE,325 Ave Y Fl 2,Brooklyn,11223,325 Ave Y,Brooklyn,,332100226459,800000091337,21697,YESHIVAT DARCHEI ERES-GIRLS
Yeshivat Darchei Eres Girls HS ,YDE,333 Ave S,Brooklyn,11223,333 Ave S,Brooklyn,,332100226713,800000093358,,
Yeshivat Kinyan Torah ,,2209 Ave R,Brooklyn,11229,2209 Ave R,Brooklyn,,332200226719,800000093355,21108,Yeshivat Kinyan Torah
Yeshivat Kol Yaakov ,,108 Old Mill Rd,Great Neck,11023,108 Old Mill Rd,Great Neck,,280407226329,800000090000,,YESHIVAT KOL YAAKOV
Yeshivat Lev Torah Boys ,,3300 Kings Hwy,Brooklyn,11234,3300 Kings Hwy,Brooklyn,,332200225985,800000065911,22851,YESHIVAT LEV TORAH
Yeshivat Lev Torah Boys High School ,,3300 Kings Hwy,Brooklyn,11234,3300 Kings Hwy,Brooklyn,,332200226440,800000090736,21024,YESHIVAT LEV TORAH HIGH SCHOOL-BOYS
Yeshivat Lev Torah Girls ,,3300 Kings Hwy,Brooklyn,11234,333 Ave X,Brooklyn,,332200226244,800000088147,22061,YESHIVAT LEV TORAH GIRLS
Yeshivat Magen Abraham ,,345 Ave U,Brooklyn,11223,345 Ave U,Brooklyn,,332100225677,800000060757,21788,YESHIVAT MAGEN ABRAHAM
Yeshivat Mekor Haim ,,2710 Ave X,Brooklyn,11235,2611 Ave Z,Brooklyn,,332200226113,800000075773,22706,YESHIVAT MEKOR HAIM
Yeshivat Mekor Haim High School ,,1326 Ocean Pkwy,Brooklyn,11230,1326 Ocean Pkwy,Brooklyn,,332100226486,800000091409,21021,YESHIVAT MEKOR HAIM HS
Yeshivat Ohel Torah ,,2600 Ocean Ave,Brooklyn,11229,2600 Ocean Ave,Brooklyn,,332200226034,800000055815,22785,YESHIVAT OHEL TORAH
Yeshivat Or HaTorah ,,2119 Homecrest Avenue,Brooklyn,11229,2119 Homecrest Ave,Brooklyn,,332100229598,800000044026,21778,YESHIVAT OR HATORAH
Yeshivat Shaare Torah Boys Elementary School ,,1680 Coney Island Ave,Brooklyn,11230,1680 Coney Island Ave,Brooklyn,11230-5808,332100228724,800000034151,21703,SHAARE TORAH SCHOOL (BOYS)
Yeshivat Shaare Torah Girls Elementary School ,,222 Ocean Pkwy,Brooklyn,11218,222 Ocean Parkway,Brooklyn,,331500226080,800000070739,15760,SHAARE TORAH SCHOOL
Yeshivat Shaare Torah High School For Boys ,,1202 Ave P,Brooklyn,11229,1202 Ave P,Brooklyn,,332100226340,800000059902,21530,SHAARE TORAH HIGH SCHOOL
Yeshivat Shaare Torah High School For Girls ,,1768 Ocean Ave,Brooklyn,11230,1768 Ocean Ave,Brooklyn,,332200225638,800000056597,22897,YESHIVAT SHAARE TORAH HIGH SCHOOL FOR GIRLS
Yeshivath Gesher ,,46 Locust Ave,Cedarhurst,11516,46 Locust Ave,Cedarhurst,11516,280215226155,800000083491,,
Yeshivath Ohr Hameir ,,P.O. Box 2130,Cortlandt,10567,141 Furnace Wood Rd,Cortlandt Manor,,660203207620,800000035666,,YESHIVATH OHR HAMEIR
Yeshuos Moshe of Williamsburg ,,77-87 Wallabout St,Brooklyn,11249,77-87 Wallabout St,Brooklyn,11249,331400226240,800000088049,,
Yeshuos Moshe Viznitz ,,50 S Main St,Spring Valley,10977,50 S Main St,Spring Valley,10977,500402226190,800000085304,,
Yesodei Bina ,,1371 46th St,Brooklyn,11219,1371 46th Street,Brooklyn,11219,332000226270,800000088985,20015,YESODEI BINA
Yesodot HaTorah ,,P.O. Box 230392,Brooklyn,11223,1870 Stillwell Avenue,Brooklyn,11223,332100226740,800000093476,,
Yesodot HaTorah Girls High School ,,P.O. Box 230392,Brooklyn,11230,1123 Ave N,Brooklyn,,332100226736,800000093426,,
Yeshiva MH,YMH,29-20 Healy Ave,Queens,11691,29-20 Healy Ave,Queens,11691,342700226439,800000090733,,
Zichron Moshe School ,,P.O. Box 580,South Fallsburg,12779,84 Zichron Moshe Way,Fallsburg,12733,590501227505,800000036673,,
Zichron Moshe School ,,P.O. Box 400,Fallsburg,12733,99 Zichron Moshe Way,Fallsburg,12733,590501226609,800000092680,,
Zichron Shmuel Inc ,,11 Mohawk Ln,Pomona,10970,415 Viola Rd,Spring Valley,10977,500101226782,800000093702,,
Ziv Hatorah ,,1274 49th St Ste 624,Brooklyn,11219,1533 48th St,Brooklyn,11219,332000226805,800000093813,,
Zucker Jewish Academy of Five Towns ,,1000 Rosedale Rd,Valley Stream,11581,1000 Rosedale Rd,Valley Stream,,280224226766,800000093564,,ZUCKER JEWISH ACADEMY-LONG ISLAND
Zucker Jewish Academy of Queens ,ZJA,8606 135th St,Queens,11418,8606 135th St,Queens,,342800226757,800000093554,,ZUCKER JEWISH ACADEMY OF QUEENS
